1,1,3,8.133205532096326
1,1,4,8.046051603043452
1,1,5,8.026142156100832
2,1,3,1.5359350349754095
2,1,4,1.5614724509650841
2,1,5,1.5505143239861354
3,1,3,7.405623908969574
3,1,4,7.3753086579963565
3,1,5,7.50234728702344
4,1,3,6.103775530005805
4,1,4,6.029872942017391
4,1,5,6.039684185991064
5,1,3,8.822206993936561
5,1,4,8.772442108951509
5,1,5,8.452418113010935
6,1,3,4.6351479650475085
6,1,4,4.668081603012979
6,1,5,4.695092141977511
7,1,3,13.321708720060997
7,1,4,12.993785478058271
7,1,5,13.045952197979204
8,1,3,10.064484591013752
8,1,4,10.176248193951324
8,1,5,9.981180435977876
9,1,3,27.842307371087372
9,1,4,27.395772969000973
9,1,5,27.729593361960724
10,1,3,12.979416896938346
10,1,4,13.153818088001572
10,1,5,12.792278402019292
11,1,3,0.9411059209378436
11,1,4,0.9469276679446921
11,1,5,0.9270668940152973
12,1,3,7.040387712069787
12,1,4,7.036246412084438
12,1,5,7.2541901000076905
13,1,3,8.57327739300672
13,1,4,8.660224277060479
13,1,5,8.68869345402345
14,1,3,5.451106877066195
14,1,4,5.478091503959149
14,1,5,5.664366055978462
15,1,3,7.846577067044564
15,1,4,7.857592237065546
15,1,5,7.8625678239623085
16,1,3,1.4117759520886466
16,1,4,1.4539939280366525
16,1,5,1.3920964020071551
17,1,3,14.371621784055606
17,1,4,14.384200809989125
17,1,5,14.511419575079344
18,1,3,21.95208325202111
18,1,4,20.37288990500383
18,1,5,20.246981995995156
19,1,3,7.857581460964866
19,1,4,7.948567087063566
19,1,5,8.18145578703843
20,1,3,8.250958357006311
20,1,4,8.631985808955505
20,1,5,8.21682074200362
21,1,3,19.24933067103848
21,1,4,18.73380597110372
21,1,5,18.204969353973866
22,1,3,2.06660301994998
22,1,4,2.093803055002354
22,1,5,2.043914419016801
