1,1,3,0.05896972399932565
1,1,4,0.0663224159998208
1,1,5,0.058255241000551905
1,2,3,0.038716459999704966
1,2,4,0.03899826500037307
1,2,5,0.03885834900029295
1,4,3,0.03839019899987761
1,4,4,0.03845598600037192
1,4,5,0.03834483599985106
1,8,3,0.03847683300045901
1,8,4,0.039252923000276496
1,8,5,0.039253955999811296
1,16,3,0.042311540000810055
1,16,4,0.04307981700003438
1,16,5,0.042331797000770166
1,32,3,0.04195746299956227
1,32,4,0.04235156399954576
1,32,5,0.04196651100028248
1,64,3,0.04396939099933661
1,64,4,0.045749498999612115
1,64,5,0.04524740699980612
1,128,3,0.04828490599993529
1,128,4,0.04699593300028937
1,128,5,0.047112270000070566
2,1,3,0.3815037719996326
2,1,4,0.37955355500071164
2,1,5,0.37861412500024016
2,2,3,0.20213320100083365
2,2,4,0.20215061399994738
2,2,5,0.20165748900035396
2,4,3,0.11298779900062073
2,4,4,0.11305739899944456
2,4,5,0.11385329800032196
2,8,3,0.0715917650004485
2,8,4,0.07143044599979476
2,8,5,0.0705452639995201
2,16,3,0.06098824499986222
2,16,4,0.06071369599976606
2,16,5,0.060909030999937386
2,32,3,0.06307091700000456
2,32,4,0.06374998800038156
2,32,5,0.06488854800045374
2,64,3,0.06356210400008422
2,64,4,0.06692786999974487
2,64,5,0.06500755199976993
2,128,3,0.07022908700037078
2,128,4,0.06829597699925216
2,128,5,0.069850640000368
3,1,3,0.8465074989999266
3,1,4,0.8456576720000157
3,1,5,0.8432164239993654
3,2,3,0.44353418000082456
3,2,4,0.4449055610002688
3,2,5,0.44468724299986206
3,4,3,0.25681810900005075
3,4,4,0.24712607600031333
3,4,5,0.24811744500038913
3,8,3,0.1482813120001083
3,8,4,0.1450318460001654
3,8,5,0.1441207679999934
3,16,3,0.09543703599956643
3,16,4,0.09557730600045033
3,16,5,0.09559413599981781
3,32,3,0.08855563799988886
3,32,4,0.08710518000043521
3,32,5,0.08801795900035358
3,64,3,0.09372863599946868
3,64,4,0.1098824959999547
3,64,5,0.097589402000267
3,128,3,0.0970321109998622
3,128,4,0.09749731500050984
3,128,5,0.091996318999918
4,1,3,0.7070983919993523
4,1,4,0.7085610550002457
4,1,5,0.7074543939997966
4,2,3,0.36541211500025383
4,2,4,0.3641095029997814
4,2,5,0.3652984309992462
4,4,3,0.19424952400004258
4,4,4,0.19322845500028052
4,4,5,0.19395835700015596
4,8,3,0.11021452000022691
4,8,4,0.11038885600009962
4,8,5,0.11902873100007128
4,16,3,0.07095042500077398
4,16,4,0.0708681299993259
4,16,5,0.07137940699976753
4,32,3,0.0759005640002215
4,32,4,0.07563606100029574
4,32,5,0.0773606650000147
4,64,3,0.08438617600040743
4,64,4,0.0820333550000214
4,64,5,0.0770203419997415
4,128,3,0.08765476400003536
4,128,4,0.08620138599962957
4,128,5,0.08413111699974252
5,1,3,3.564535982000052
5,1,4,3.556876935999753
5,1,5,3.5755379720003475
5,2,3,2.4834398530001636
5,2,4,2.5303089070002898
5,2,5,2.5344847470005334
5,4,3,1.5023088059997463
5,4,4,1.6237953649997507
5,4,5,1.7246977860004336
5,8,3,0.9475602080001408
5,8,4,0.9785128719995555
5,8,5,0.8909735209999781
5,16,3,0.5713573259999976
5,16,4,0.5638193790000514
5,16,5,0.5618504630001553
5,32,3,0.4130955669998002
5,32,4,0.41364307000003464
5,32,5,0.40027901499979635
5,64,3,0.32398755499980325
5,64,4,0.3420048420002786
5,64,5,0.32595714799936104
5,128,3,0.3591905820003376
5,128,4,0.3642397160001565
5,128,5,0.38998324799922557
6,1,3,6.645781919999536
6,1,4,6.596135074999438
6,1,5,6.553459554000256
6,2,3,3.843615034999857
6,2,4,3.8243082899998626
6,2,5,3.859526571999595
6,4,3,2.0601392329999726
6,4,4,1.9908263020006416
6,4,5,2.015171881000242
6,8,3,1.1287465010000233
6,8,4,1.1921069079999143
6,8,5,1.2757537420002336
6,16,3,0.675557115000629
6,16,4,0.6809900220005147
6,16,5,0.6733140050000657
6,32,3,0.4259627999999793
6,32,4,0.4276390299992272
6,32,5,0.4257914840000012
6,64,3,0.3618850319999183
6,64,4,0.3597702399993068
6,64,5,0.3543209350000325
6,128,3,0.33245327699933114
6,128,4,0.3430359320000207
6,128,5,0.39086791499994433
7,1,3,1.0861151540002538
7,1,4,1.083183944000666
7,1,5,1.0777783939993242
7,2,3,0.5567879379996157
7,2,4,0.5578570049992777
7,2,5,0.5520640449994971
7,4,3,0.2944708320001155
7,4,4,0.29218227499950444
7,4,5,0.2909719050003332
7,8,3,0.15741616400009661
7,8,4,0.1580032840001877
7,8,5,0.15972573399994872
7,16,3,0.0921617049998531
7,16,4,0.09378809500049101
7,16,5,0.09243882000009762
7,32,3,0.07365580199984834
7,32,4,0.07329678700079967
7,32,5,0.07327684099982434
7,64,3,0.07694122799966863
7,64,4,0.07866359400031797
7,64,5,0.0774658990003445
7,128,3,0.08187113399981172
7,128,4,0.07958250700085046
7,128,5,0.07880296900020767
8,1,3,0.38343564800015884
8,1,4,0.380218739999691
8,1,5,0.378921642000023
8,2,3,0.2018402329995297
8,2,4,0.20158151400028146
8,2,5,0.20254646400007914
8,4,3,0.11338371300007566
8,4,4,0.11335017399960634
8,4,5,0.11280350800007
8,8,3,0.07234637799956545
8,8,4,0.07271932799994829
8,8,5,0.07224531099927844
8,16,3,0.06540717699954257
8,16,4,0.06484415900013119
8,16,5,0.06559155000013561
8,32,3,0.06821355499960191
8,32,4,0.06611161699947843
8,32,5,0.06514278999929957
8,64,3,0.06767794000006688
8,64,4,0.06912996499977453
8,64,5,0.06652138200024638
8,128,3,0.06962847399972816
8,128,4,0.0690199250002479
8,128,5,0.07051591199979157
9,1,3,4.497449249000056
9,1,4,4.483725496000261
9,1,5,4.472713889000261
