1,1,3,4.395148369017988
1,1,4,4.355227070162073
1,1,5,4.275558613007888
2,1,3,1.7654377080034465
2,1,4,1.8901955757755786
2,1,5,1.9403162461239845
3,1,3,1.953706769971177
3,1,4,2.013545610010624
3,1,5,2.120110895950347
4,1,3,1.1247668059077114
4,1,4,1.0455498108640313
4,1,5,1.0737806018441916
5,1,3,3.256810599938035
5,1,4,3.2320802388712764
5,1,5,3.20774175808765
6,1,3,1.0198321538046002
6,1,4,0.9447161559946835
6,1,5,0.9280729410238564
7,1,3,5.683720657136291
7,1,4,5.509621308883652
7,1,5,5.66447428194806
8,1,3,3.041686075972393
8,1,4,3.059536793967709
8,1,5,3.1291227671317756
9,1,3,5.115688806166872
9,1,4,5.149697019951418
9,1,5,5.2022254769690335
10,1,3,3.625184314092621
10,1,4,3.6177831501699984
10,1,5,3.7157867359928787
11,1,3,1.8116367559414357
11,1,4,1.8194849391002208
11,1,5,1.924792833160609
12,1,3,1.360666492022574
12,1,4,1.3139937170781195
12,1,5,1.3443799901288003
13,1,3,2.3606713199988008
13,1,4,2.3279508179984987
13,1,5,2.370680283056572
14,1,3,1.3633681400679052
14,1,4,1.3609591389540583
14,1,5,1.3973660899791867
15,1,3,2.0367896370589733
15,1,4,1.9950939710251987
15,1,5,2.1235595929902047
16,1,3,0.8318954252172261
16,1,4,0.8090992618817836
16,1,5,0.8036665511317551
17,1,3,9.190810821950436
17,1,4,9.302609680918977
17,1,5,8.80178775312379
18,1,3,9.15590901602991
18,1,4,9.339916947996244
18,1,5,9.651627602055669
19,1,3,2.260293925879523
19,1,4,2.2068641011137515
19,1,5,2.260903980117291
20,1,3,2.5949193690903485
20,1,4,2.709482721053064
20,1,5,2.781645979033783
21,1,3,7.289673635037616
21,1,4,7.318646518979222
21,1,5,7.580669526010752
22,1,3,0.8735080361366272
22,1,4,0.9003926999866962
22,1,5,0.885975370882079
